OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
2533,4962,Citizen Complaint,Investigation,CPCO (Informal),2014/07/22,02:12:00,CRIMINAL INVESTIGATION DIVISION,ORGANIZED CRIME,FRAUD SECTION,FINANCIAL CRIMES UNIT,Substandard Performance,Submission of an inaccurate or incomplete report,Unfounded,Incident Location,2360,Raymond,Street,E,Indianapolis,1518,White,Male,,2,Black,Male,36,13,I142041207
2534,4964,Citizen Complaint,Investigation,CPCO (Informal),2014/09/26,20:30:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,8000,21ST,Street,E,Indianapolis,1519,Black,Female,,3202,Black,Female,32,,14-754
2535,4964,Citizen Complaint,Investigation,CPCO (Informal),2014/09/26,20:30:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,8000,21ST,Street,E,Indianapolis,1519,Black,Female,,3202,Black,Female,32,,I142692789
2536,4964,Citizen Complaint,Investigation,CPCO (Informal),2014/09/26,20:30:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,8000,21ST,Street,E,Indianapolis,1519,Black,Female,,3202,Black,Female,32,,902305960
2537,4690,Citizen Complaint,Not Applicable,CPCO (Informal),2014/09/03,21:45:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Vehicle Operation,Improper parking,Sustained,Incident Location,39,Jackson,Place,W,Indianapolis,1343,Unknown,Male,,734,White,Male,40,15,14-743
2538,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,187,White,Male,38,15,14-803
2539,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,187,White,Male,38,15,14-804
2540,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,187,White,Male,38,15,I143420972
2541,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,187,White,Male,38,15,DP14-127935
2542,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,704,Black,Male,53,28,14-803
2543,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,704,Black,Male,53,28,14-804
2544,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,704,Black,Male,53,28,I143420972
2545,6083,Citizen Complaint,Investigation,CPCO (Informal),2014/12/11,10:15:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,2286,White,Female,31,704,Black,Male,53,28,DP14-127935
2546,22393,Citizen Complaint,,CPCO (Informal),2017/08/08,,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,13291,,Male,,2147,White,Male,53,28,17-659
2547,22393,Citizen Complaint,,CPCO (Informal),2017/08/08,,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,39,Jackson,Place,W,Indianapolis,13291,,Male,,2147,White,Male,53,28,17-659
2548,22393,Citizen Complaint,,CPCO (Informal),2017/08/08,,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,13291,,Male,,2147,White,Male,53,28,PD17053608
2549,22393,Citizen Complaint,,CPCO (Informal),2017/08/08,,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,39,Jackson,Place,W,Indianapolis,13291,,Male,,2147,White,Male,53,28,PD17053608
2550,5002,Citizen Complaint,Arrest,CPCO (Formal),2014/09/29,20:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,14-065
2551,5002,Citizen Complaint,Arrest,CPCO (Formal),2014/09/29,20:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,14-065
2552,5002,Citizen Complaint,Arrest,CPCO (Formal),2014/09/29,20:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,I142722666
2553,5002,Citizen Complaint,Arrest,CPCO (Formal),2014/09/29,20:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,I142722666
2554,5002,Citizen Complaint,Arrest,CPCO (Formal),2014/09/29,20:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,DP14-0103352
2555,5002,Citizen Complaint,Arrest,CPCO (Formal),2014/09/29,20:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,DP14-0103352
2556,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,14-066
2557,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,14-066
2558,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,14-066
2559,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,I142760928
2560,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,I142760928
2561,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,I142760928
2562,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,I142760989
2563,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,I142760989
2564,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,I142760989
2565,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,902309632
2566,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,902309632
2567,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,902309632
2568,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,14-066
2569,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,14-066
2570,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,I142760928
2571,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,I142760928
2572,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,I142760989
2573,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,I142760989
2574,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,902309632
2575,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,902309632
2576,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1180,White,Male,44,15,14-066
2577,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1180,White,Male,44,15,I142760928
2578,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1180,White,Male,44,15,I142760989
2579,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1180,White,Male,44,15,902309632
2580,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,392,White,Male,40,13,14-066
2581,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,392,White,Male,40,13,I142760928
2582,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,392,White,Male,40,13,I142760989
2583,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,392,White,Male,40,13,902309632
2584,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1037,White,Male,58,28,14-066
2585,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1037,White,Male,58,28,I142760928
2586,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1037,White,Male,58,28,I142760989
2587,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014/10/03,10:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1037,White,Male,58,28,902309632
2588,4830,Citizen Complaint,Call For Service,CPCO (Informal),2014/09/12,18:30:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Info. Security/Access,"Unauthorized dissimenation of official business, records or data of the department",Not Sustained,Incident Location,7100,Keystone,Avenue,N,Indianapolis,1445,White,Female,,2552,White,Male,31,6,14-747
2589,4830,Citizen Complaint,Call For Service,CPCO (Informal),2014/09/12,18:30:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,7100,Keystone,Avenue,N,Indianapolis,1445,White,Female,,2552,White,Male,31,6,14-747
2590,4830,Citizen Complaint,Call For Service,CPCO (Informal),2014/09/12,18:30:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Info. Security/Access,"Unauthorized dissimenation of official business, records or data of the department",Not Sustained,Incident Location,7100,Keystone,Avenue,N,Indianapolis,1445,White,Female,,2552,White,Male,31,6,I142552586
2591,4830,Citizen Complaint,Call For Service,CPCO (Informal),2014/09/12,18:30:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,7100,Keystone,Avenue,N,Indianapolis,1445,White,Female,,2552,White,Male,31,6,I142552586
2592,5076,Citizen Complaint,Not Applicable,CPCO (Informal),2014/10/02,16:45:00,OPERATIONS DIVISION,PARK RANGERS,Park Ranger Section,Park Ranger Unit (Evening),Citizen Interaction,"Rude, discourteous, or insulting gesture(s)",Not Sustained,Incident Location,1250,I-465,,S,Indianapolis,1598,White,Male,,3158,White,Male,48,5,14-757
2593,5076,Citizen Complaint,Not Applicable,CPCO (Informal),2014/10/02,16:45:00,OPERATIONS DIVISION,PARK RANGERS,Park Ranger Section,Park Ranger Unit (Evening),Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,1250,I-465,,S,Indianapolis,1598,White,Male,,3158,White,Male,48,5,14-757
2594,5077,Citizen Complaint,Call For Service,CPCO (Informal),2014/10/07,22:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,1282,Ginger,Street,,Indianapolis,1599,Unknown,Male,,1791,White,Male,38,8,14-758
2595,5077,Citizen Complaint,Call For Service,CPCO (Informal),2014/10/07,22:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,1282,Ginger,Street,,Indianapolis,1599,Unknown,Male,,1791,White,Male,38,8,I142802661
2596,5078,Citizen Complaint,Not Applicable,CPCO (Informal),2014/10/07,18:11:00,OPERATIONS DIVISION,COVERT OPERATIONS BRANCH,NARCOTICS SECTION,EAST DAY TACT NARCOTICS,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,5912,Mooresville,Road,W,Indianapolis,1600,White,Male,,1419,White,Male,43,13,14-759
2597,5078,Citizen Complaint,Not Applicable,CPCO (Informal),2014/10/07,18:11:00,OPERATIONS DIVISION,COVERT OPERATIONS BRANCH,NARCOTICS SECTION,EAST DAY TACT NARCOTICS,Off-Duty Employment,Failure to log on duty when required,Exonerated,Incident Location,5912,Mooresville,Road,W,Indianapolis,1600,White,Male,,1419,White,Male,43,13,14-759
2598,5078,Citizen Complaint,Not Applicable,CPCO (Informal),2014/10/07,18:11:00,OPERATIONS DIVISION,COVERT OPERATIONS BRANCH,NARCOTICS SECTION,EAST DAY TACT NARCOTICS,Off-Duty Employment,Working without an approved work permit,Not Sustained,Incident Location,5912,Mooresville,Road,W,Indianapolis,1600,White,Male,,1419,White,Male,43,13,14-759
2599,5078,Citizen Complaint,Not Applicable,CPCO (Informal),2014/10/07,18:11:00,OPERATIONS DIVISION,COVERT OPERATIONS BRANCH,NARCOTICS SECTION,EAST DAY TACT NARCOTICS,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,5912,Mooresville,Road,W,Indianapolis,1600,White,Male,,1419,White,Male,43,13,I142781679
